x,y,z, ,vx,vy,vz
0.00843108,0.3026,0.202119, ,-0.101917,0.1,0.0118637
0.00669506,0.3043,0.202291, ,-0.102119,0.1,0.0101311
0.00495612,0.306,0.202434, ,-0.102291,0.1,0.00839505
0.00321474,0.3077,0.202547, ,-0.102434,0.1,0.00665611
0.00147145,0.3094,0.20263, ,-0.102547,0.1,0.00491474
-0.000273264,0.3111,0.202684, ,-0.10263,0.1,0.00317144
-0.0020189,0.3128,0.202708, ,-0.102684,0.1,0.00142673
-0.00376494,0.3145,0.202703, ,-0.102708,0.1,-0.000318903
-0.00551089,0.3162,0.202668, ,-0.102703,0.1,-0.00206495
-0.00725624,0.3179,0.202603, ,-0.102668,0.1,-0.0038109
-0.0090005,0.3196,0.202509, ,-0.102603,0.1,-0.00555625
-0.0107431,0.3213,0.202385, ,-0.102509,0.1,-0.0073005
-0.0124837,0.323,0.202231, ,-0.102385,0.1,-0.00904315
-0.0142216,0.3247,0.202048, ,-0.102231,0.1,-0.0107837
-0.0159564,0.3264,0.201835, ,-0.102047,0.1,-0.0125216
-0.0176876,0.328101,0.201592, ,-0.101835,0.1,-0.0142564
-0.0194147,0.329801,0.201321, ,-0.101592,0.1,-0.0159876
-0.0211371,0.331501,0.201019, ,-0.10132,0.1,-0.0177147
-0.0228544,0.333201,0.200689, ,-0.101019,0.1,-0.0194371
-0.0245662,0.334901,0.200329, ,-0.100689,0.1,-0.0211545
-0.0262718,0.336601,0.199941, ,-0.100329,0.1,-0.0228662
-0.0279707,0.338301,0.199523, ,-0.0999405,0.1,-0.0245718
-0.0296626,0.340001,0.199076, ,-0.0995228,0.1,-0.0262708
-0.0313469,0.341701,0.198601, ,-0.0990762,0.1,-0.0279626
-0.0330231,0.343401,0.198097, ,-0.0986008,0.1,-0.0296469
-0.0346908,0.345101,0.197564, ,-0.0980968,0.1,-0.0313231
-0.0363494,0.346801,0.197004, ,-0.0975644,0.1,-0.0329908
-0.0379984,0.348501,0.196415, ,-0.0970035,0.1,-0.0346494
-0.0396375,0.350201,0.195797, ,-0.0964145,0.1,-0.0362984
-0.041266,0.351901,0.195153, ,-0.0957974,0.1,-0.0379375
-0.0428836,0.353601,0.19448, ,-0.0951525,0.1,-0.039566
-0.0444898,0.355301,0.19378, ,-0.0944798,0.1,-0.0411836
-0.046084,0.357001,0.193052, ,-0.0937797,0.1,-0.0427898
-0.0476659,0.358701,0.192298, ,-0.0930523,0.1,-0.0443841
-0.049235,0.360401,0.191516, ,-0.0922978,0.1,-0.0459659
-0.0507908,0.362101,0.190708, ,-0.0915163,0.1,-0.047535
-0.0523328,0.363801,0.189874, ,-0.0907082,0.1,-0.0490908
-0.0538607,0.365501,0.189013, ,-0.0898737,0.1,-0.0506328
-0.0553739,0.367201,0.188126, ,-0.0890129,0.1,-0.0521607
-0.056872,0.368901,0.187214, ,-0.0881262,0.1,-0.0536739
-0.0583547,0.370601,0.186276, ,-0.0872137,0.1,-0.055172
-0.0598214,0.372301,0.185313, ,-0.0862758,0.1,-0.0566547
-0.0612717,0.374001,0.184325, ,-0.0853127,0.1,-0.0581214
-0.0627052,0.375701,0.183312, ,-0.0843246,0.1,-0.0595717
-0.0641215,0.377401,0.182275, ,-0.0833119,0.1,-0.0610052
-0.0655202,0.379101,0.181214, ,-0.0822748,0.1,-0.0624215
-0.0669008,0.380801,0.180129, ,-0.0812136,0.1,-0.0638202
-0.068263,0.382501,0.17902, ,-0.0801287,0.1,-0.0652008
-0.0696063,0.384201,0.177889, ,-0.0790203,0.1,-0.066563
-0.0709304,0.385901,0.176734, ,-0.0778887,0.1,-0.0679063
-0.0722349,0.387601,0.175557, ,-0.0767343,0.1,-0.0692304
-0.0735194,0.389301,0.174358, ,-0.0755574,0.1,-0.0705349
-0.0747835,0.391001,0.173137, ,-0.0743583,0.1,-0.0718194
-0.0760268,0.392701,0.171895, ,-0.0731374,0.1,-0.0730835
-0.077249,0.394401,0.170631, ,-0.0718949,0.1,-0.0743268
-0.0784498,0.396101,0.169347, ,-0.0706314,0.1,-0.075549
-0.0796287,0.397801,0.168042, ,-0.0693471,0.1,-0.0767498
-0.0807854,0.399501,0.166718, ,-0.0680423,0.1,-0.0779287
-0.0819196,0.401201,0.165373, ,-0.0667175,0.1,-0.0790854
-0.0830309,0.402901,0.164009, ,-0.0653731,0.1,-0.0802196
-0.0841191,0.404601,0.162627, ,-0.0640093,0.1,-0.0813309
-0.0851837,0.406301,0.161226, ,-0.0626267,0.1,-0.0824191
-0.0862246,0.408001,0.159806, ,-0.0612256,0.1,-0.0834837
-0.0872413,0.409701,0.15837, ,-0.0598064,0.1,-0.0845246
-0.0882336,0.411401,0.156915, ,-0.0583694,0.1,-0.0855413
-0.0892011,0.413101,0.155444, ,-0.0569152,0.1,-0.0865336
-0.0901437,0.414801,0.153957, ,-0.0554442,0.1,-0.0875011
-0.0910609,0.416501,0.152453, ,-0.0539567,0.1,-0.0884437
-0.0919526,0.418201,0.150934, ,-0.0524531,0.1,-0.0893609
-0.0928185,0.419901,0.1494, ,-0.050934,0.1,-0.0902526
-0.0936583,0.421601,0.147851, ,-0.0493997,0.1,-0.0911185
-0.0944718,0.423301,0.146287, ,-0.0478507,0.1,-0.0919583
-0.0952587,0.425001,0.14471, ,-0.0462874,0.1,-0.0927718
-0.0960187,0.426701,0.14312, ,-0.0447102,0.1,-0.0935587
-0.0967518,0.428401,0.141516, ,-0.0431198,0.1,-0.0943187
-0.0974575,0.430101,0.139901, ,-0.0415163,0.1,-0.0950518
-0.0981359,0.431801,0.138273, ,-0.0399005,0.1,-0.0957575
-0.0987865,0.433501,0.136633, ,-0.0382726,0.1,-0.0964359
-0.0994093,0.435201,0.134983, ,-0.0366332,0.1,-0.0970865
-0.100004,0.436901,0.133322, ,-0.0349827,0.1,-0.0977093
-0.10057,0.438601,0.131651, ,-0.0333216,0.1,-0.098304
-0.101108,0.440301,0.12997, ,-0.0316505,0.1,-0.0988704
-0.101618,0.442001,0.12828, ,-0.0299697,0.1,-0.0994085
-0.102099,0.443701,0.126581, ,-0.0282797,0.1,-0.099918
-0.102551,0.445401,0.124874, ,-0.0265811,0.1,-0.100399
-0.102973,0.447101,0.12316, ,-0.0248743,0.1,-0.100851
-0.103367,0.448801,0.121438, ,-0.0231599,0.1,-0.101273
-0.103732,0.450502,0.11971, ,-0.0214382,0.1,-0.101667
-0.104067,0.452202,0.117975, ,-0.0197099,0.1,-0.102032
-0.104372,0.453902,0.116235, ,-0.0179753,0.1,-0.102367
-0.104648,0.455602,0.11449, ,-0.0162351,0.1,-0.102672
-0.104895,0.457302,0.11274, ,-0.0144897,0.1,-0.102948
-0.105111,0.459002,0.110985, ,-0.0127396,0.1,-0.103195
-0.105298,0.460702,0.109227, ,-0.0109853,0.1,-0.103411
-0.105455,0.462402,0.107466, ,-0.00922727,0.1,-0.103598
-0.105582,0.464102,0.105702, ,-0.0074661,0.1,-0.103755
-0.105679,0.465802,0.103936, ,-0.00570227,0.1,-0.103882
-0.105746,0.467502,0.102169, ,-0.00393628,0.1,-0.103979
-0.105782,0.469202,0.1004, ,-0.00216864,0.1,-0.104046
-0.105789,0.470902,0.0986305, ,-0.000399869,0.1,-0.104082
-0.105766,0.472602,0.096861, ,0.00136953,0.1,-0.104089
-0.105713,0.474302,0.0950919, ,0.00313905,0.1,-0.104066
-0.105629,0.476002,0.0933237, ,0.00490817,0.1,-0.104013
-0.105516,0.477702,0.0915569, ,0.00667638,0.1,-0.103929
-0.105372,0.479402,0.089792, ,0.00844318,0.1,-0.103816
-0.105199,0.481102,0.0880296, ,0.010208,0.1,-0.103672
-0.104995,0.482802,0.0862701, ,0.0119705,0.1,-0.103499
-0.104762,0.484502,0.0845141, ,0.0137299,0.1,-0.103295
-0.104498,0.486202,0.0827621, ,0.015486,0.1,-0.103062
-0.104205,0.487902,0.0810145, ,0.017238,0.1,-0.102798
-0.103883,0.489602,0.0792719, ,0.0189856,0.1,-0.102505
-0.10353,0.491302,0.0775348, ,0.0207282,0.1,-0.102183
-0.103148,0.493002,0.0758037, ,0.0224653,0.1,-0.10183
-0.102737,0.494702,0.0740791, ,0.0241964,0.1,-0.101448
-0.102296,0.496402,0.0723614, ,0.025921,0.1,-0.101037
-0.101826,0.498102,0.0706513, ,0.0276386,0.1,-0.100596
-0.101328,0.499802,0.0689491, ,0.0293488,0.1,-0.100126
-0.1008,0.501502,0.0672555, ,0.0310509,0.1,-0.0996275
-0.100243,0.503202,0.0655708, ,0.0327446,0.1,-0.0990997
-0.0996577,0.504902,0.0638955, ,0.0344293,0.1,-0.098543
-0.0990439,0.506602,0.0622303, ,0.0361045,0.1,-0.0979577
-0.0984019,0.508302,0.0605754, ,0.0377698,0.1,-0.0973439
-0.0977316,0.510002,0.0589315, ,0.0394247,0.1,-0.0967019
-0.0970335,0.511702,0.0572989, ,0.0410686,0.1,-0.0960316
-0.0963076,0.513402,0.0556783, ,0.0427011,0.1,-0.0953335
-0.0955541,0.515102,0.0540699, ,0.0443218,0.1,-0.0946076
-0.0947733,0.516802,0.0524744, ,0.0459301,0.1,-0.0938541
-0.0939653,0.518502,0.0508922, ,0.0475256,0.1,-0.0930733
-0.0931305,0.520202,0.0493237, ,0.0491079,0.1,-0.0922653
-0.092269,0.521902,0.0477694, ,0.0506764,0.1,-0.0914305
-0.0913811,0.523602,0.0462297, ,0.0522307,0.1,-0.090569
-0.090467,0.525302,0.0447051, ,0.0537704,0.1,-0.0896811
-0.089527,0.527002,0.0431961, ,0.055295,0.1,-0.088767
-0.0885613,0.528702,0.041703, ,0.056804,0.1,-0.087827
-0.0875702,0.530402,0.0402264, ,0.0582971,0.1,-0.0868613
-0.0865541,0.532102,0.0387666, ,0.0597737,0.1,-0.0858702
-0.0855131,0.533802,0.037324, ,0.0612335,0.1,-0.0848541
-0.0844476,0.535502,0.0358992, ,0.062676,0.1,-0.0838131
-0.0833579,0.537202,0.0344925, ,0.0641009,0.1,-0.0827476
-0.0822443,0.538902,0.0331043, ,0.0655076,0.1,-0.0816579
-0.0811071,0.540602,0.0317351, ,0.0668957,0.1,-0.0805443
-0.0799465,0.542302,0.0303852, ,0.068265,0.1,-0.0794071
-0.0787631,0.544002,0.029055, ,0.0696149,0.1,-0.0782465
-0.077557,0.545702,0.0277449, ,0.0709451,0.1,-0.0770631
-0.0763287,0.547401,0.0264553, ,0.0722552,0.1,-0.075857
-0.0750784,0.549101,0.0251866, ,0.0735447,0.1,-0.0746287
-0.0738066,0.550801,0.0239392, ,0.0748134,0.1,-0.0733784
-0.0725136,0.552501,0.0227134, ,0.0760609,0.1,-0.0721066
-0.0711997,0.554201,0.0215096, ,0.0772867,0.1,-0.0708136
-0.0698654,0.555901,0.0203281, ,0.0784905,0.1,-0.0694997
-0.0685109,0.557601,0.0191692, ,0.079672,0.1,-0.0681654
-0.0671368,0.559301,0.0180335, ,0.0808308,0.1,-0.0668109
-0.0657434,0.561001,0.016921, ,0.0819666,0.1,-0.0654368
-0.064331,0.562701,0.0158323, ,0.083079,0.1,-0.0640434
-0.0629002,0.564401,0.0147676, ,0.0841678,0.1,-0.062631
-0.0614512,0.566101,0.0137272, ,0.0852325,0.1,-0.0612002
-0.0599846,0.567801,0.0127114, ,0.0862729,0.1,-0.0597512
-0.0585007,0.569501,0.0117206, ,0.0872887,0.1,-0.0582846
-0.0569999,0.571201,0.010755, ,0.0882795,0.1,-0.0568007
-0.0554828,0.572901,0.00981485, ,0.0892451,0.1,-0.0552999
-0.0539496,0.574601,0.00890054, ,0.0901852,0.1,-0.0537828
-0.0524009,0.576301,0.0080123, ,0.0910995,0.1,-0.0522496
-0.0508371,0.578001,0.00715039, ,0.0919878,0.1,-0.0507009
-0.0492587,0.579701,0.00631505, ,0.0928497,0.1,-0.0491371
-0.047666,0.581401,0.00550656, ,0.093685,0.1,-0.0475587
-0.0460596,0.583101,0.00472513, ,0.0944935,0.1,-0.045966
-0.04444,0.584801,0.00397102, ,0.0952749,0.1,-0.0443596
-0.0428075,0.586501,0.00324444, ,0.096029,0.1,-0.04274
-0.0411626,0.588201,0.00254561, ,0.0967556,0.1,-0.0411075
-0.0395059,0.589901,0.00187475, ,0.0974545,0.1,-0.0394626
-0.0378378,0.591601,0.00123205, ,0.0981253,0.1,-0.0378059
-0.0361587,0.593301,0.000617706, ,0.098768,0.1,-0.0361378
-0.0344692,0.595001,3.19079e-05, ,0.0993824,0.1,-0.0344587
-0.0327698,0.596701,-0.000525169, ,0.0999682,0.1,-0.0327692
-0.0310608,0.598401,-0.00105335, ,0.100525,0.1,-0.0310698
-0.0293429,0.600101,-0.00155249, ,0.101053,0.1,-0.0293608
-0.0276165,0.601801,-0.00202242, ,0.101553,0.1,-0.0276429
-0.0258821,0.603501,-0.002463, ,0.102022,0.1,-0.0259165
-0.0241403,0.605201,-0.0028741, ,0.102463,0.1,-0.0241821
-0.0223914,0.606901,-0.00325558, ,0.102874,0.1,-0.0224403
-0.0206361,0.608601,-0.00360734, ,0.103256,0.1,-0.0206914
-0.0188747,0.610301,-0.00392925, ,0.103607,0.1,-0.0189361
-0.0171079,0.612001,-0.00422122, ,0.103929,0.1,-0.0171747
-0.0153362,0.613701,-0.00448315, ,0.104221,0.1,-0.0154079
-0.01356,0.615401,-0.00471497, ,0.104483,0.1,-0.0136362
-0.0117798,0.617101,-0.00491659, ,0.104715,0.1,-0.01186
-0.00999623,0.618801,-0.00508794, ,0.104917,0.1,-0.0100798
-0.00820973,0.620501,-0.00522898, ,0.105088,0.1,-0.00829623
-0.00642083,0.622201,-0.00533965, ,0.105229,0.1,-0.00650973
-0.00463006,0.623901,-0.0054199, ,0.10534,0.1,-0.00472084
-0.00283792,0.625601,-0.00546971, ,0.10542,0.1,-0.00293006
-0.00104493,0.627301,-0.00548906, ,0.10547,0.1,-0.00113792
0.000748383,0.629001,-0.00547792, ,0.105489,0.1,0.000655067
0.00254151,0.630701,-0.0054363, ,0.105478,0.1,0.00244838
0.00433393,0.632401,-0.00536419, ,0.105436,0.1,0.00424151
0.00612512,0.634101,-0.00526161, ,0.105364,0.1,0.00603393
0.00791457,0.635801,-0.00512859, ,0.105262,0.1,0.00782512
0.00970176,0.637501,-0.00496514, ,0.105129,0.1,0.00961457
0.0114862,0.639201,-0.00477131, ,0.104965,0.1,0.0114018
0.0132673,0.640901,-0.00454715, ,0.104771,0.1,0.0131862
0.0150446,0.642601,-0.0042927, ,0.104547,0.1,0.0149673
0.0168176,0.644301,-0.00400804, ,0.104293,0.1,0.0167446
0.0185857,0.646001,-0.00369325, ,0.104008,0.1,0.0185176
0.0203485,0.647701,-0.00334839, ,0.103693,0.1,0.0202857
0.0221054,0.649401,-0.00297356, ,0.103348,0.1,0.0220485
0.023856,0.651101,-0.00256887, ,0.102974,0.1,0.0238054
0.0255996,0.652801,-0.00213442, ,0.102569,0.1,0.025556
0.0273359,0.6545,-0.00167033, ,0.102134,0.1,0.0272996
0.0290643,0.6562,-0.00117672, ,0.10167,0.1,0.0290359
0.0307843,0.6579,-0.000653723, ,0.101177,0.1,0.0307643
0.0324954,0.6596,-0.000101489, ,0.100654,0.1,0.0324843
0.0341972,0.6613,0.000479833, ,0.100102,0.1,0.0341954
0.035889,0.663,0.00109008, ,0.0995202,0.1,0.0358972
0.0375705,0.6647,0.0017291, ,0.09891,0.1,0.037589
0.0392411,0.6664,0.0023967, ,0.098271,0.1,0.0392705
0.0409003,0.6681,0.00309269, ,0.0976034,0.1,0.0409411
0.0425478,0.6698,0.0038169, ,0.0969074,0.1,0.0426003
0.0441829,0.6715,0.00456911, ,0.0961832,0.1,0.0442478
0.0458052,0.6732,0.00534912, ,0.095431,0.1,0.0458829
0.0474143,0.6749,0.00615671, ,0.0946509,0.1,0.0475052
0.0490096,0.6766,0.00699165, ,0.0938434,0.1,0.0491143
0.0505908,0.6783,0.00785372, ,0.0930084,0.1,0.0507096
0.0521572,0.68,0.00874266, ,0.0921464,0.1,0.0522908
0.0537086,0.6817,0.00965823, ,0.0912574,0.1,0.0538572
0.0552444,0.6834,0.0106002, ,0.0903418,0.1,0.0554086
0.0567642,0.6851,0.0115682, ,0.0893999,0.1,0.0569444
0.0582676,0.6868,0.0125621, ,0.0884318,0.1,0.0584642
0.059754,0.6885,0.0135816, ,0.0874379,0.1,0.0599676
0.0612231,0.6902,0.0146263, ,0.0864185,0.1,0.061454
0.0626745,0.6919,0.015696, ,0.0853738,0.1,0.0629231
0.0641076,0.6936,0.0167904, ,0.0843041,0.1,0.0643745
0.0655222,0.6953,0.0179091, ,0.0832097,0.1,0.0658076
0.0669178,0.697,0.0190519, ,0.082091,0.1,0.0672222
0.0682939,0.6987,0.0202184, ,0.0809482,0.1,0.0686178
0.0696502,0.7004,0.0214083, ,0.0797817,0.1,0.0699939
0.0709862,0.7021,0.0226212, ,0.0785918,0.1,0.0713502
0.0723017,0.7038,0.0238569, ,0.0773789,0.1,0.0726862
0.0735961,0.7055,0.0251149, ,0.0761432,0.1,0.0740017
0.0748692,0.7072,0.0263949, ,0.0748852,0.1,0.0752961
0.0761204,0.7089,0.0276966, ,0.0736051,0.1,0.0765692
0.0773496,0.7106,0.0290196, ,0.0723035,0.1,0.0778204
0.0785563,0.7123,0.0303634, ,0.0709805,0.1,0.0790496
0.0797401,0.714,0.0317278, ,0.0696367,0.1,0.0802563
0.0809007,0.7157,0.0331122, ,0.0682723,0.1,0.0814401
0.0820378,0.7174,0.0345165, ,0.0668878,0.1,0.0826007
0.083151,0.7191,0.03594, ,0.0654836,0.1,0.0837378
0.0842401,0.7208,0.0373825, ,0.0640601,0.1,0.084851
0.0853046,0.7225,0.0388434, ,0.0626176,0.1,0.0859401
0.0863442,0.7242,0.0403225, ,0.0611566,0.1,0.0870046
0.0873587,0.7259,0.0418193, ,0.0596775,0.1,0.0880442
0.0883478,0.7276,0.0433333, ,0.0581808,0.1,0.0890587
0.0893111,0.7293,0.0448641, ,0.0566668,0.1,0.0900478
0.0902485,0.731,0.0464113, ,0.055136,0.1,0.0910111
0.0911595,0.7327,0.0479744, ,0.0535888,0.1,0.0919485
0.0920439,0.7344,0.049553, ,0.0520257,0.1,0.0928595
0.0929015,0.7361,0.0511467, ,0.0504471,0.1,0.0937439
0.093732,0.7378,0.0527549, ,0.0488534,0.1,0.0946015
0.0945352,0.7395,0.0543772, ,0.0472452,0.1,0.095432
0.0953108,0.7412,0.0560132, ,0.0456228,0.1,0.0962352
0.0960585,0.7429,0.0576624, ,0.0439868,0.1,0.0970108
0.0967783,0.7446,0.0593243, ,0.0423377,0.1,0.0977585
0.0974698,0.7463,0.0609984, ,0.0406758,0.1,0.0984783
0.0981328,0.748,0.0626843, ,0.0390016,0.1,0.0991698
0.0987672,0.7497,0.0643815, ,0.0373157,0.1,0.0998328
0.0993727,0.7514,0.0660894, ,0.0356186,0.1,0.100467
0.0999492,0.7531,0.0678077, ,0.0339106,0.1,0.101073
0.100496,0.7548,0.0695357, ,0.0321924,0.1,0.101649
0.101014,0.7565,0.071273, ,0.0304644,0.1,0.102196
0.101503,0.7582,0.0730192, ,0.028727,0.1,0.102714
0.101961,0.759899,0.0747736, ,0.0269809,0.1,0.103203
0.10239,0.761599,0.0765359, ,0.0252264,0.1,0.103661
0.102789,0.763299,0.0783054, ,0.0234642,0.1,0.10409
0.103158,0.764999,0.0800817, ,0.0216947,0.1,0.104489
0.103497,0.766699,0.0818643, ,0.0199184,0.1,0.104858
0.103805,0.768399,0.0836526, ,0.0181358,0.1,0.105197
0.104083,0.770099,0.0854462, ,0.0163474,0.1,0.105505
0.10433,0.771799,0.0872445, ,0.0145538,0.1,0.105783
0.104547,0.773499,0.089047, ,0.0127555,0.1,0.10603
0.104733,0.775199,0.0908532, ,0.010953,0.1,0.106247
0.104889,0.776899,0.0926626, ,0.00914683,0.1,0.106433
0.105013,0.778599,0.0944746, ,0.00733746,0.1,0.106589
0.105107,0.780299,0.0962887, ,0.00552545,0.1,0.106713
0.10517,0.781999,0.0981045, ,0.00371133,0.1,0.106807
0.105203,0.783699,0.0999213, ,0.0018956,0.1,0.10687
0.105204,0.785399,0.101739, ,7.88023e-05,0.1,0.106903
0.105174,0.787099,0.103556, ,-0.00173854,0.1,0.106904
0.105114,0.788799,0.105373, ,-0.00355591,0.1,0.106874
0.105023,0.790499,0.107189, ,-0.00537278,0.1,0.106814
0.1049,0.792199,0.109003, ,-0.00718862,0.1,0.106723
0.104747,0.793899,0.110815, ,-0.0090029,0.1,0.1066
0.104564,0.795599,0.112625, ,-0.0108151,0.1,0.106447
0.104349,0.797299,0.114431, ,-0.0126247,0.1,0.106264
0.104104,0.798999,0.116234, ,-0.0144312,0.1,0.106049
0.103828,0.800699,0.118033, ,-0.016234,0.1,0.105804
0.103521,0.802399,0.119827, ,-0.0180327,0.1,0.105528
0.103184,0.804099,0.121615, ,-0.0198267,0.1,0.105221
0.102817,0.805799,0.123399, ,-0.0216154,0.1,0.104884
0.102419,0.807499,0.125175, ,-0.0233984,0.1,0.104517
0.101991,0.809199,0.126945, ,-0.0251752,0.1,0.104119
0.101533,0.810899,0.128708, ,-0.0269452,0.1,0.103691
0.101045,0.812599,0.130463, ,-0.028708,0.1,0.103233
0.100527,0.814299,0.13221, ,-0.0304629,0.1,0.102745
0.0999793,0.815999,0.133948, ,-0.0322096,0.1,0.102227
0.0994022,0.817699,0.135676, ,-0.0339475,0.1,0.101679
0.0987957,0.819399,0.137395, ,-0.035676,0.1,0.101102
0.09816,0.821099,0.139103, ,-0.0373947,0.1,0.100496
0.0974952,0.822799,0.140801, ,-0.0391032,0.1,0.09986
0.0968016,0.824499,0.142487, ,-0.0408008,0.1,0.0991952
0.0960793,0.826199,0.144162, ,-0.0424871,0.1,0.0985016
0.0953286,0.827899,0.145824, ,-0.0441616,0.1,0.0977793
0.0945496,0.829599,0.147473, ,-0.0458239,0.1,0.0970286
0.0937425,0.831299,0.14911, ,-0.0474734,0.1,0.0962496
0.0929077,0.832999,0.150732, ,-0.0491096,0.1,0.0954425
0.0920452,0.834699,0.152341, ,-0.0507321,0.1,0.0946077
0.0911554,0.836399,0.153934, ,-0.0523405,0.1,0.0937452
0.0902385,0.838099,0.155513, ,-0.0539341,0.1,0.0928554
0.0892948,0.839799,0.157076, ,-0.0555127,0.1,0.0919385
0.0883245,0.841499,0.158623, ,-0.0570756,0.1,0.0909948
0.0873279,0.843199,0.160153, ,-0.0586225,0.1,0.0900245
0.0863054,0.844899,0.161667, ,-0.060153,0.1,0.0890279
0.085257,0.846599,0.163163, ,-0.0616664,0.1,0.0880053
0.0841833,0.848299,0.164641, ,-0.0631625,0.1,0.086957
0.0830844,0.849999,0.166101, ,-0.0646408,0.1,0.0858833
0.0819607,0.851699,0.167542, ,-0.0661008,0.1,0.0847844
0.0808124,0.853399,0.168964, ,-0.0675422,0.1,0.0836607
0.07964,0.855099,0.170367, ,-0.0689644,0.1,0.0825124
0.0784438,0.856799,0.17175, ,-0.0703671,0.1,0.08134
0.0772241,0.858499,0.173112, ,-0.0717499,0.1,0.0801438
0.0759811,0.860199,0.174454, ,-0.0731123,0.1,0.0789241
0.0747154,0.861899,0.175775, ,-0.074454,0.1,0.0776811
0.0734273,0.863599,0.177074, ,-0.0757746,0.1,0.0764154
0.072117,0.865299,0.178351, ,-0.0770737,0.1,0.0751273
0.070785,0.866998,0.179606, ,-0.0783508,0.1,0.073817
0.0694317,0.868698,0.180838, ,-0.0796057,0.1,0.072485
0.0680575,0.870398,0.182047, ,-0.080838,0.1,0.0711317
0.0666627,0.872098,0.183233, ,-0.0820472,0.1,0.0697575
0.0652477,0.873798,0.184395, ,-0.0832331,0.1,0.0683627
0.063813,0.875498,0.185533, ,-0.0843952,0.1,0.0669477
0.0623589,0.877198,0.186647, ,-0.0855334,0.1,0.065513
0.0608859,0.878898,0.187736, ,-0.0866471,0.1,0.0640589
0.0593944,0.880598,0.1888, ,-0.0877361,0.1,0.0625859
0.0578848,0.882298,0.189839, ,-0.0888,0.1,0.0610944
0.0563576,0.883998,0.190852, ,-0.0898386,0.1,0.0595848
0.0548131,0.885698,0.191839, ,-0.0908516,0.1,0.0580576
0.0532518,0.887398,0.192799, ,-0.0918386,0.1,0.0565131
0.0516743,0.889098,0.193734, ,-0.0927993,0.1,0.0549518
0.0500808,0.890798,0.194641, ,-0.0937335,0.1,0.0533742
0.0484719,0.892498,0.195521, ,-0.0946408,0.1,0.0517808
0.046848,0.894198,0.196374, ,-0.0955211,0.1,0.0501719
0.0452097,0.895898,0.197199, ,-0.096374,0.1,0.048548
0.0435573,0.897598,0.197997, ,-0.0971993,0.1,0.0469097
0.0418913,0.899298,0.198766, ,-0.0979968,0.1,0.0452573
0.0402123,0.900998,0.199507, ,-0.0987662,0.1,0.0435913
0.0385207,0.902698,0.20022, ,-0.0995072,0.1,0.0419123
0.0368169,0.904398,0.200904, ,-0.10022,0.1,0.0402207
0.0351016,0.906098,0.201558, ,-0.100903,0.1,0.0385169
0.0333751,0.907798,0.202184, ,-0.101558,0.1,0.0368016
0.031638,0.909498,0.20278, ,-0.102184,0.1,0.0350751
0.0298907,0.911198,0.203347, ,-0.10278,0.1,0.033338
0.0281338,0.912898,0.203884, ,-0.103347,0.1,0.0315907
0.0263678,0.914598,0.204391, ,-0.103884,0.1,0.0298338
0.0245931,0.916298,0.204868, ,-0.104391,0.1,0.0280678
0.0228104,0.917998,0.205315, ,-0.104868,0.1,0.0262931
0.02102,0.919698,0.205732, ,-0.105315,0.1,0.0245104
0.0192226,0.921398,0.206118, ,-0.105732,0.1,0.02272
0.0174186,0.923098,0.206474, ,-0.106118,0.1,0.0209226
0.0156085,0.924798,0.206799, ,-0.106474,0.1,0.0191186
0.0137929,0.926498,0.207093, ,-0.106799,0.1,0.0173085
0.0119723,0.928198,0.207357, ,-0.107093,0.1,0.0154929
0.0101473,0.929898,0.207589, ,-0.107357,0.1,0.0136723
0.00831827,0.931598,0.20779, ,-0.107589,0.1,0.0118473
0.00648583,0.933298,0.207961, ,-0.10779,0.1,0.0100183
0.0046505,0.934998,0.2081, ,-0.107961,0.1,0.00818583
0.0028128,0.936698,0.208208, ,-0.1081,0.1,0.0063505
0.000973272,0.938398,0.208285, ,-0.108208,0.1,0.00451281
-0.000867564,0.940098,0.20833, ,-0.108284,0.1,0.00267327
-0.00270917,0.941798,0.208344, ,-0.10833,0.1,0.000832437
-0.00455102,0.943498,0.208327, ,-0.108344,0.1,-0.00100917
-0.00639258,0.945198,0.208279, ,-0.108327,0.1,-0.00285102
-0.00823332,0.946898,0.208199, ,-0.108278,0.1,-0.00469258
-0.0100727,0.948598,0.208088, ,-0.108199,0.1,-0.00653331
-0.0119102,0.950298,0.207945, ,-0.108088,0.1,-0.00837269
-0.0137453,0.951998,0.207772, ,-0.107945,0.1,-0.0102102
-0.0155774,0.953698,0.207567, ,-0.107772,0.1,-0.0120453
-0.017406,0.955398,0.207331, ,-0.107567,0.1,-0.0138774
-0.0192306,0.957098,0.207064, ,-0.107331,0.1,-0.015706
-0.0210507,0.958798,0.206766, ,-0.107064,0.1,-0.0175306
-0.0228657,0.960498,0.206437, ,-0.106766,0.1,-0.0193507
-0.0246752,0.962198,0.206077, ,-0.106437,0.1,-0.0211658
-0.0264785,0.963898,0.205687, ,-0.106077,0.1,-0.0229752
-0.0282752,0.965598,0.205266, ,-0.105687,0.1,-0.0247785
-0.0300647,0.967298,0.204814, ,-0.105265,0.1,-0.0265752
-0.0318465,0.968998,0.204332, ,-0.104814,0.1,-0.0283647
-0.0336201,0.970698,0.203819, ,-0.104331,0.1,-0.0301465
-0.0353851,0.972398,0.203276, ,-0.103819,0.1,-0.0319201
-0.0371408,0.974097,0.202704, ,-0.103276,0.1,-0.0336851
